Title,Acronym,Source,Rank,,Primary For,
International Telecommunication Networks and Applications Conference (was Australian Telecommunication Networks and Applications Conference),ITNAC,CORE2023,Australasian C,Yes,4606,
International Teletraffic Congress,ITC,CORE2023,Unranked,Yes,4606,
International Towing Tank Conference,,ERA2010,A,No,0911,
International Tribology Conference in Australia,,ERA2010,A,No,0910,
International Urban Design Conference,IUDC,ERA2010,C,No,1205,
International Visualization in Transportation Symposium,TRB,CORE2023,National: USA,No,4608,
International Web Conference,IWC,CORE2018,C,No,0806,
International Wireless Internet Conference,WiCon,ERA2010,C,No,1005,
International Wordnet Conference (Global Wordnet Conference),GWC,CORE2023,C,No,4605,
International Work-Conference on Artificial and Natural Neural Networks,IWANN,CORE2023,National: Spain,No,4611,
International Work-conference on the Interplay between Natural and Artificial Computation,IWINAC,CORE2023,National,Yes,4602,
International Workshop in Software Measurement (Joined with Mensura from 2007),IWSM,CORE2014,C,No,0804,
International Workshop of the Initiative for the Evaluation of XML Retrieval,INEX,CORE2018,C,No,0803,
International Workshop on Abstract State Machines,ASM(W),CORE2018,C,No,0802,
International Workshop on Advanced Architectures and Algorithms for Internet Delivery and Applications,AAA-IDEA,CORE2018,C,No,0806,
International Workshop on Agents and Data Mining Interaction,ADMI,CORE2020,B,No,4602,
International Workshop on Algebraic and Combinatorial Coding Theory,ACCT,CORE2023,National,Yes,4613,
"International Workshop on Aliasing, Confinement and Ownership",IWACO,CORE2018,C,No,0803,
International Workshop on Ant Colony,ANTS,CORE2018,B,No,0801,
International Workshop on Approximation Algorithms for Combinatorial Optimization Problems and International Conference on Randomization and Computation,APPROX/RANDOM,CORE2023,A,Yes,4613,
International Workshop on Artificial Intelligence and Statistics,WAIS,CORE2018,B,No,,
International Workshop on Boolean Functions: Cryptography and Applications,BFCA,CORE2018,C,No,0804,
International Workshop on Business Process Design,BPD,CORE2018,C,No,0806,
International Workshop on Business Process Intelligence,BPI,CORE2018,C,No,0806,
"International Workshop on Business Process Modelling, Development, and Support",BPMDS,CORE2018,C,No,0806,
International Workshop on C# and .NET Technologies,C#,CORE2018,C,No,0803,
International Workshop on Coding and Cryptography,WCC,CORE2020,B,No,4604,
International Workshop on Combinations of Intelligent Methods and Applications,CIMA,CORE2023,C,No,4602,4603
International Workshop on Combinatorial Algorithm,IWOCA,CORE2023,C,Yes,4613,
International Workshop on Combinatorial Image Analysis: Theory and Applications,IWCIA,CORE2023,C,No,4603,
International Workshop on Comparative Evaluation in Requirements Engineering,CERE,CORE2018,C,No,0803,
International Workshop on Computer-Aided Software Eng,IWCASE,CORE2018,B,No,0803,
"International Workshop on Coordination, Organizations, Institutions, Norms and Ethics for Governance of Multi-Agent Systems (Ethics added 2020)",COINE,CORE2023,C,Yes,4602,
International Workshop on Critical Information Infrastructures Security,CRITIS,CORE2023,C,No,4604,
International Workshop on Data Management on New Hardware,DaMoN,CORE2023,C,Yes,4605,
International Workshop on Data Warehousing and OLAP,DOLAP,CORE2023,C,Yes,4605,
International Workshop on Developments in Computational Models,DCM,CORE2020,C,No,4613,
International Workshop on Digital Watermarking,IWDW,CORE2023,C,No,4604,
International Workshop on Distributed Object Management,IWDOM,CORE2018,C,No,0803,
International Workshop on Document Analysis Systems,DAS,CORE2023,B,Yes,4605,
International Workshop on Domain Driven Data Mining,DDDM,CORE2018,C,No,0804,
International Workshop on Economics-Driven Software Engineering Research,EDSER,CORE2018,C,No,0803,
International Workshop on Efficient Algorithms,WEA,CORE2018,B,No,0802,
International Workshop on Enterprise and Organizational Modelling and Simulation,EOMAS,CORE2023,C,No,4612,
International Workshop on Entertainment Computing,WEC,CORE2018,C,No,0806,
International Workshop on Evolution and Change in Data Management,ECDM,CORE2018,C,No,0804,
International Workshop on Fast Software Encryption,FSE,CORE2023,Journal Published,Yes,4604,
International Workshop on Formal Methods for interactive Systems,FMIS,CORE2023,C,No,4612,
International Workshop on Formal Methods for Parallel Programming: Theory and Applications,FMPPTA,CORE2018,C,No,0802,
International Workshop on Foundations for Secure/Survivable Systems and Networks,FSSSSN,ERA2010,C,No,1005,
International Workshop on Foundations of Models and Languages for Data and Objects,FMLDO,CORE2018,C,No,0804,
International Workshop on Foundations of Object-Oriented Languages,FOOL,CORE2018,C,No,0803,
International Workshop on Functional and Constraint Logic Programming,WFLP,CORE2021,C,No,4612,
International Workshop on Genetic and Evolutionary Fuzzy Systems,GEFS,CORE2018,C,No,0801,
International Workshop on Global Optimization,GO,CORE2018,C,No,0802,
International Workshop on Graph-Theoretic Concepts in Computer Science,WG,CORE2023,B,Yes,4613,
International Workshop on Group-Oriented Cryptographic Protocols,GOCP,CORE2018,C,No,0804,
International workshop on High-Level Parallel Programming and Applications,HLPP,CORE2023,C,No,4606,
International Workshop on High-Level Parallel Programming Models and Supportive Environments,HIPS,CORE2023,C,No,4606,
International Workshop on Hot topics in Peer-to-Peer Systems,HotP2P,CORE2018,C,No,0805,
"International Workshop on Human Aspects in Ambient Intelligence: Agent Technology, Human-Oriented Knowledge and Applications",HAI,CORE2018,C,No,0801,
International Workshop on Image Analysis and Information Fusion,IAIF,CORE2018,C,No,0801,
"International Workshop on Incorporating COTS Software into Software Systems, Tools and Techniques",IWICSS,CORE2018,C,No,0804,
International Workshop on Information Security Applications,WISA,CORE2023,National: korea,No,4604,
International Workshop on Intelligent Agents,IWIA,CORE2018,C,No,0801,
International Workshop on Interactive Entertainment,IDET,CORE2018,C,No,0806,
International Workshop on Issues in the Theory of Security,WITS,CORE2018,C,No,0803,
International Workshop on Knowledge Discovery from Data Streams,IWKDDS,CORE2018,C,No,0801,
International Workshop on Logic and Complexity in Computer Science,LCCS,CORE2018,C,No,0802,
International Workshop on Logic Programming and Multi-Agents,LPMA,CORE2018,B,No,,
International Workshop on Metamodelling - Utilization in Software Engineering,MUSE,CORE2018,C,No,0803,
International Workshop on Middleware for Grid Computing,MGC,CORE2018,C,No,0805,
International Workshop on Mobile Commerce and Services,WMCS,CORE2018,C,No,0806,
International Workshop on Modelling and Visualization of XML and Semantic Web Data,MOVIX,CORE2018,C,No,0804,
International Workshop on Modelling in Software Engineering,MISE,CORE2023,C,No,4612,
"International Workshop on Modelling, Simulation, Verification and Validation of Enterprise Information Systems",MSVVEIS,CORE2018,C,No,0806,
International Workshop on MultiAgent Based Simulation,MABS,CORE2023,C,No,4602,
"International Workshop on Multimedia Data Storage, Retrieval, Integration and Applications",MDSRIA,CORE2018,C,No,0806,
International Workshop on Multimedia Signal Processing,MMSP,CORE2023,C,Yes,4603,
"International Workshop on Nonmonotonic Reasoning, Action and Change",NRAC,CORE2018,C,No,0801,
International Workshop on Paraphrasing,IWP,CORE2018,B,No,0801,
International Workshop on Parsing Technologies,IWPT,CORE2018,B,Yes,0803,
International Workshop on Pattern Recognition in Information Systems,PRIS,CORE2018,C,No,0806,
International Workshop on Post-Quantum Cryptography,PQCrypto,CORE2023,C,No,4604,
International Workshop on Precipitation in Urban Areas,,ERA2010,A,No,0905,
International Workshop on Principles of Diagnosis,DX,CORE2023,C,Yes,4612,
International Workshop on Quality of Information Systems,QOIS,CORE2018,C,No,0806,
International Workshop on Randomization and Computation,RANDOM,CORE2021,A,Yes,4613,
International Workshop on Realising Evidence-based Software Engineering,REBSE,CORE2018,C,No,0803,
International Workshop on Requirements Engineering Visualization,REV,CORE2018,B,No,0802,
International Workshop on Requirements Engineering: Foundation for Software Quality,REFSQ,CORE2023,B,Yes,4612,
International Workshop on Research Issues in Data Engineering,RIDE,CORE2018,B,No,0804,
International Workshop on Satellite and Space Communications,IWSSC,ERA2010,C,No,1005,
International Workshop on Schema Languages for XML,X-Schemas,CORE2018,C,No,0803,
International Workshop on Security,IWSEC,CORE2023,National: Japan,No,4604,
International Workshop on Security in Information Systems,WOSIS,CORE2018,C,No,0803,
International Workshop on Security Protocols,IWSP,CORE2018,C,No,0803,
International Workshop on Soft Computing Applications,SOFA,CORE2023,National: Romania,No,4601,
International Workshop on Software and Compilers for Embedded Systems,SCOPES,CORE2023,C,Yes,4606,
International Workshop on Software Engineering for High Performance Computing Applications,SE-HPC,CORE2018,C,No,0805,
International Workshop on Software Process Simulation and Modelling (now ICSP),PROSim,CORE2014,B,No,0803,
International Workshop on Software Product Management,IWSPM,CORE2018,C,No,0803,
International Workshop on Software Quality,WoSQ,CORE2018,C,No,0804,
International Workshop on Software Technology for Augmented Reality Systems,IWSTAR,CORE2018,C,No,0806,
International Workshop on Temporal Databases,TDB,CORE2018,C,No,0804,
International Workshop on the Algorithmic Foundations of Robotics,WAFR,CORE2023,C,No,4602,
International Workshop on the Sate of the Art in Cryptology and New Challenges Ahead,Quo Vadis Cryptology,CORE2018,C,No,0804,
International Workshop on the Web and Databases,WebDB,CORE2020,National: USA,No,4605,
International Workshop on Visualization for Cyber Security,VizSec,CORE2023,C,No,4608,
International Workshop on Web and Wireless Geographical Information Systems,W2GIS,CORE2023,C,No,4601,
International Workshop on Web Content Caching and Distribution,WCW,CORE2018,B,No,0806,
International Workshop on Web Information Systems Modelling,WISM,CORE2018,C,No,0806,
International Workshop on Wireless and Mobile Networks,WiMoNe,ERA2010,C,No,1005,
International Workshop Programming Multi-Agent Systems (merged into EMAS in 2013),PROMAS,ERA2010,B,No,0804,
International Workshops on Enabling Technologies: Infrastructures for Collaborative Enterprises,WETICE,CORE2023,C,Yes,4606,
International Workshops on First-Order Theorem Proving,FTP,CORE2018,B,No,0802,
International World Wide Web Conference,WWW,CORE2023,A*,Yes,4606,
International XML Database Symposium,Xsym,CORE2018,C,No,0804,
Internationale Tagung Wirtschaftsinformatik,DITW,CORE2018,C,No,0806,
Internet Measurement Conference,IMC,CORE2023,A,No,4606,
Internet Research,AOIR,CORE2018,C,No,0806,
Internet Society Conference,INET,CORE2018,C,No,0806,
Interoperating Geographic Information Systems,INTEROP,CORE2018,C,No,0806,
Interspeech (combined EuroSpeech and ICSLP in 2000),Interspeech,CORE2023,A,No,4602,
INTUITION International Conference,INTUITION,CORE2018,C,No,0801,
ISC High Performance (was International Supercomputing Conference),ISC,CORE2023,C,No,4606,
ISCA International Conference on Computer Applications in Industry and Engineering,CAINE,CORE2023,C,No,4601,
ISCA Tutorial and Research Workshop Automatic Speech Recognition,ASR,CORE2018,C,No,0801,
Israel Symposium on Theory of Computing and Systems,ISTCS,CORE2008,A,Yes,,
Italian Conference on Theoretical Computer Science,ICTCS,ERA2010,C,Yes,0802,
Italian Symposium on Advanced Database Systems,SEBD,ERA2010,C,Yes,0804,
IUTAM Symposia series,,ERA2010,A,No,0913,
IWA World Water Congress,,ERA2010,A,No,0905,
Japan Conference on Computational Geometry and Graphs,JCCGG,ERA2010,C,Yes,0802,
Japan Conference on Discrete and Computational Geometry,JCDCG,ERA2010,C,Yes,0802,
Japan-China Joint Workshop on Frontier of Computer Science and Technology,FCST,ERA2010,C,Yes,08,
Japan-Korea Joint Workshop on Algorithms and Computations,WAAC,ERA2010,C,Yes,0802,
Japanese-Hungarian Symposium on Discrete Mathematics and Its Applications,JH,ERA2010,C,Yes,0802,
"Joint AUPEC & EECON ",PEC&CON,CORE2018,C,No,,
Joint Australia and New Zealand Biennial Conference on Digital Image and Vision Computing,DIVC,CORE2018,Australasian,Yes,0801,
Joint Conference of the International Workshop on Software Measurement and the International Conference on Software Process and Product Measurement (IWSM and Mensura combined from 2007),IWSM Mensura,CORE2023,C,No,4612,
"Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications (GRAPP and VISAPP combined from 2008)",VISIGRAPP,CORE2023,Multiconference,Yes,4603,
Joint Conference on Declarative Programming APPIA-GULP-PRODE,APPIA/GULP/PRODE,CORE2018,C,No,,
Joint Conference on Information Sciences,JCIS,CORE2018,C,No,0806,
Joint Conference on New Methods in Language Processing and Computational Natural Language Learning,NeMLaP,CORE2018,C,No,0801,
Joint DICTA & IVCNZ,DICTA/IVCNZ,CORE2018,Australasian,No,,
Joint European Conference and Exhibition on Geographical Information Systems,JECGI,CORE2018,C,No,0909,
Joint European Networking Conference,JENC,ERA2010,C,No,1005,
Joint International Conference on CyberGames and Interactive Entertainment,CGIE,CORE2018,C,No,0806,
"Joint iTrust and PST Conferences on Privacy, Trust Management and Security",IFIP TM,ERA2010,C,Yes,0803,
Joint Meeting of the European Frequency and Time Forum and the Institute of Electrical and Electronics Engineers In,EFTF/IFCS,CORE2018,C,No,,
Joint Modular Languages Conference,JMLC,CORE2018,B,No,0803,
"Joint OECC, IOCC & ACOFT",OESS/IOCC/ACOFT,CORE2018,C,No,,
Joint Working Conference on Secure Information Networks: Communications and Multimedia Security,CMS,CORE2018,C,No,0803,
Joint workshop on Multimodal Interaction and Related Machine Learning Algorithms (now ICMI-MLMI),MLMI,CORE2018,B,No,0801,
Journal of Computing Science in Colleges (Conference proceedings),CCSC,CORE2018,B,Yes,0899,
JSME/ASME International Conference on Materials and Processing,,ERA2010,A,No,0910,
KES International Symposium on Intelligent Decision Technologies,KES IDT,CORE2023,C,No,4602,
"Knowledge Acquisition, Modelling and Management Workshop (No longer Exists)",KAW,CORE2014,C,No,0806,
Knowledge and Data Engineering Exchange Workshop,KDEX,CORE2018,C,No,0804,
Knowledge capture,K-CAP,CORE2023,B,Yes,4605,
Knowledge Discovery and Data Mining in Biological Databases Meeting,KDDMBD,CORE2018,C,No,0804,
Knowledge Domain Visualisation,KDViz,CORE2023,National: UK,No,4608,
Knowledge Representation Meets Databases,KRDB,CORE2018,C,No,0804,
Knowledge Visualization and Visual Thinking,KV,CORE2023,C,No,4608,
Kyoto International Conference on Computational Geometry and Graph Theory,KyotoCGGT,CORE2018,C,No,0802,
"Language Descriptions, Tools and Applications",LDTA,CORE2018,B,No,0803,
Language Resources and Evaluation Conference,LREC,CORE2023,B,Yes,4602,
"Language, Data and Knowledge",LDK,CORE2023,C,Yes,4602,4601
Latin American Conference on Informatics,CLEI,CORE2023,C,Yes,4602,4605
Latin American Conference on Pattern Languages of Programming,SugarLoafPLoP,ERA2010,C,Yes,0803,
Latin American Web Congress,LA-WEB,ERA2010,C,Yes,0806,
"Latin-American Algorithms, Graphs and Optimization Symposium",LAGOS,CORE2023,C,Yes,4613,
Law via the Internet,LI,CORE2018,C,No,0899,
Lexical Semantics and Knowledge Representation,SIGLEX,CORE2018,C,No,0804,
Logic and Engineering of Natural Language Semantics,LENLS,CORE2018,B,No,0801,
Logic Programming and Automated Reasoning,LPAR,CORE2023,B,Yes,4613,
Logical Foundations of Computer Science,LFCS,CORE2023,National: USA,No,4613,
"Logics in Artificial Intelligence, European Conference",JELIA,CORE2023,A,Yes,4613,
Machine Translation Summit,MT SUMMIT,CORE2023,C,Yes,4602,
Machine Vision Applications,MVA,CORE2023,National: japan,No,4603,
"Machines, Computations and Universality (was Universal Machines and Computations)",MCU,CORE2023,C,Yes,4613,
MACIS: International Conference of Mathematical Aspects of Computer and Information Sciences,MACIS,CORE2021,C,No,4613,
"Malaysia International Conference on Communications ",MICC,CORE2023,Regional,No,4606,
Management of Innovation and Technology International Conference,ICMIT,ERA2010,C,No,10,
Massively Parallel Processing Using Optional Interconnections,MPPOI,CORE2018,B,No,0805,
Mathematical Methods in Computer Science,MMICS,CORE2018,C,No,0802,
Mathematics of Program Construction,MPC,CORE2023,B,Yes,4613,
Measurement and Modeling of Computer Systems,SIGMETRICS,CORE2023,A*,Yes,4612,
Mechatronics and Machine Vision in Practice,M2VIP,CORE2018,B,No,0910,
Medical Image Computing and Computer-Assisted Intervention,MICCAI,CORE2023,A,Yes,4601,
Medicine Meets Virtual Reality,MMVR,CORE2018,B,No,0801,
Meeting of the International Environmental Modelling and Software Society,,ERA2010,B,No,0907,
Mensch & Computer,MuC,CORE2023,National: Germany,Yes,4608,
Methods Effectives en Geometrie Algebrique,MEGA,ERA2010,B,Yes,0802,
Mexican International Conference on Current Trends in Computer Science (was Mexican International Conference on Computer Science),ENC,CORE2018,C,No,08,
"Mid-West Conference on Combinatorics, Cryptography, and Computing",MIGHTY,ERA2010,C,Yes,0802,
"Mini-EURO Conference, Managing Uncertainty in Decision Support Models",,ERA2010,A,No,09,
Mining for Enhanced Web Search,MEWS,CORE2018,C,No,0806,
Mobile and Ubiquitous Multimedia (ACM),MUM,CORE2023,B,Yes,4608,
Mobile Media,MMC,ERA2010,B,No,1203,
Mobility in Databases and Distributed Systems,MDDS,CORE2018,C,No,0804,
Modelling and Optimization: Theory and Applications,MOPTA,CORE2023,National: USA,No,4602,
Modelling and Simulation,,ERA2010,A,No,0905,
Modern Asian Architecture Network conferences,mAAN,ERA2010,C,No,1201,
MSRI Combinatorial Game Theory Research Workshop,GameTheory,CORE2018,C,No,0802,
Multi-national Joint Ventures for Construction Works Conference,,ERA2010,C,No,1202,
Multimedia and Network Information Systems,MISSI,CORE2023,National: Poland,Yes,4603,4602
"Multimedia Content Access: Algorithms and Systems (was Multimedia Content Analysis, Management and Retrieval)",MCA:AS,CORE2018,C,No,0806,
Multiple Objective Decision Support System Conference,MODSS,CORE2018,C,No,,
NACE International - Corrosion,,ERA2010,A,No,0913,
NAISO Congress on Autonomous Intelligent Systems,NAISO,CORE2018,C,No,0801,
NASA LaRC Formal Methods Workshop,LARC,ERA2010,C,Yes,0802,
National Advisory Committee on Computing Qualifications,NACCQ,ERA2010,C,Yes,0899,
National Conference Communications,NCC,ERA2010,C,Yes,1006,
National Conference of the American Association for Artificial Intelligence,AAAI,CORE2023,A*,Yes,4602,4611
National Conference of the Australian Robot Association,ARA,CORE2018,Australasian,Yes,,
National Conference of The Australian Society for Operations Research,ASOR,CORE2023,Australasian C,Yes,4602,
National Conference on Computer and Information Systems,NCCIS,ERA2010,C,Yes,0806,
National Conference on Hydraulics in Water Engineering,,ERA2010,B,No,0907,
National Database Conference (China),NDB,ERA2010,C,Yes,0804,
National Information Systems Security Conference (was National Computer Security Conference),NISSC,ERA2010,C,Yes,0803,
National Science Foundation symposium on Next Generation Data Mining and Cyber Enabled Discovery for Innovation (was.NSF workshop on Next Generation Data Mining),NGDM,ERA2010,C,Yes,0804,
NATO Conference on software engineering,NATOSE,ERA2010,C,Yes,0803,
Natural Language Processing and Knowledge Engineering,IEEE NLP-KE,CORE2018,C,No,0801,
"Net Object Days (Includings MATES, ENASE etc.)",MATES ENASE,CORE2018,A,No,,
Network and Operating System Support for Digital Audio and Video,NOSSDAV,CORE2023,B,Yes,4606,
Network for Comfort and Energy Use in Buildings Windsor Conference,Windsor,ERA2010,A,No,1202,
Network Storage Symposium,NetStore,CORE2018,A,No,0805,
Networked Group Communication,NGC,ERA2010,C,No,1005,
New Heritage: Beyond Verisimilitude. Conference on Cultural Heritage and New Media. Proceedings of the New Heritage Conference,,ERA2010,,No,1201,
New Security Paradigms Workshop,NSPW,CORE2023,C,No,4604,
New Technologies Mobility and Security,NTMS,CORE2021,C,Yes,4604,
New Zealand Game Developers Conference,NZGDC,CORE2023,Australasian C,No,4607,
Nordic Conference on Human-Computer Interaction,NordiCHI,CORE2023,Regional:Scandinavia,Yes,4608,
Nordic Conference on Pattern Languages of Programs,VikingPLoP,ERA2010,C,Yes,0803,
Nordic Construction Economics and Organisation Conference,,ERA2010,C,No,1202,
Nordic Design Research Conference,NORDES,ERA2010,B,No,1203,
Nordic Workshop on Secure IT Systems,NordSec,ERA2010,C,Yes,0803,
North American Association for Computational Linguistics,NAACL,CORE2023,A,Yes,4602,
North American Conference on Logic Programming,NACLP,ERA2010,C,Yes,0803,
North American Fuzzy Information Processing Society Conference,NAFIPS,ERA2010,C,Yes,0801,
Norwegian Computer Human Interaction,NORDCHI,ERA2010,C,Yes,0806,
Numerical Models in Geomechanics,NUMOG,ERA2010,A,No,0905,
On-Line Testing and Robust System Design,IOLTS,CORE2023,C,No,CSE,
Open and Distance Learning Association of Australia Bienniel Forum,ODLA,CORE2018,Australasian,Yes,,
Optimal Discrete Structures and Algorithms,ODSA,CORE2018,C,No,0802,
Optimization: Techniques And Applications,OTA,CORE2018,C,No,0802,
Organisations and Society in Information Systems Workshop,OASIS,CORE2018,C,No,0806,
PACES & ICIL,P&I,CORE2018,C,No,,
Pacific Asia Conference on Information Systems,PACIS,CORE2018,A,No,0806,
"Pacific Asia Conference on Language, Information and Computation",PACLIC,CORE2023,C,Yes,4602,
Pacific Asian Conference on Expert Systems,PACES,CORE2018,B,No,0801,
Pacific Conference on Computer Graphics and Applications,PG,CORE2023,Journal Published,Yes,4607,
Pacific Rim International Conference on Artificial Intelligence,PRICAI,CORE2023,B,Yes,4602,
Pacific Rim International Symposium on Dependable Computing,PRDC,CORE2023,C,Yes,4612,4604
Pacific Rim Knowledge Acquisition Workshop,PKAW,CORE2023,C,Yes,4602,4608
Pacific Rim Real Estate Conference,PPRES,ERA2010,A,No,1202,
Pacific Symposium on Biocomputing,PSB,CORE2023,National: USA,No,4601,
Pacific-Asia Conference on Knowledge Discovery and Data Mining,PAKDD,CORE2023,B,Yes,4605,
Pacific-Asia Workshop on Electronic Commerce,PAWEC,CORE2018,C,No,0806,
Pacific-Rim Conference on Multimedia,PCM,CORE2020,C,No,4603,
Pacific-Rim Symposium on Image and Video Technology,PSIVT,CORE2023,C,Yes,4603,
Pan Pacific Conference on Information Systems,PPCIS,CORE2018,C,No,0806,
Pan-Sydney Area Workshop on Visual Information Processing,VIP,CORE2018,C,No,0801,
Parallel and Distributed Information Systems,PDIS,CORE2018,C,No,0805,
Parallel Computing,PARCO,CORE2021,C,No,4606,
Parallel Computing with FPGAs,ParaFPGA,ERA2010,C,No,0905,
Parallel Problem Solving from Nature,PPSN,CORE2023,A,Yes,4611,
Participatory Design Conference,PDC,CORE2018,B,No,0806,
Passive and Active Measurement Conference,PAM,CORE2023,B,No,4606,
Passive and Low Energy Architecture (PLEA) Annual International Conference,PLEA,ERA2010,A,No,1201,
Pattern Languages of Programs,PLOP,CORE2023,C,No,4612,
Performance Tools - International Conference on Model Techniques & Tools for CPE,PT,CORE2018,A,No,0803,
Portland International Center for Management of Engineering and Technology Conference,PICMET,ERA2010,A,No,1202,
Portuguese Conference on Artificial Intelligence,EPIA,CORE2023,National: Portugal,Yes,4602,
Post-Graduate ADFA Conference on Computer Science,PACCS,CORE2017,L,No,,
Postgraduate Researchers of the Built and Natural Environment Conference,PRoBE,ERA2010,C,No,1202,
Powders and Grains,,ERA2010,A,No,0913,
Practical Application of Intelligent Agents and Multi-Agent Technology Conference,PAAM,CORE2018,C,No,0801,
Practical Applications of Agents and Multiagent Systems,PAAMS,CORE2023,National: Spain,Yes,4602,
Practical Aspects of Declarative Languages,PADL,CORE2023,C,Yes,4612,
Practical Aspects of PROLOG/Constraint Technology,PAP/PACT,CORE2018,C,No,0802,
Practice and Theory of Automated Timetabling,PATAT,CORE2023,C,No,4601,
Practices of Linking Aspect Technology and Evolution,PLATE,CORE2018,C,No,0803,
Prague Stringology Conference,PSC,CORE2023,National: Czech,No,4613,
Principles and Practice of Parallel Programming,PPoPP,CORE2023,B,Yes,4606,
Privacy Enhancing Technologies Symposium (was International Workshop of Privacy Enhancing Technologies),PETS,CORE2023,A,Yes,4604,
Privacy in Statistical Databases,PSD,CORE2023,C,No,4604,
Proceedings MIT Conferences on Computational Solid and Fluid Mechanics,,ERA2010,A,No,0905,
"Processing Declarative Knowledge, International Workshop",PDK,CORE2018,C,No,0803,
Product Focused Software Process Improvement,PROFES,CORE2023,B,Yes,4612,
Program Visualization Workshop,PVW,CORE2018,C,No,0801,
Programming Language Techniques for XML,PLAN-X,CORE2018,C,No,0803,
Project Management conference,PMOZ,ERA2010,B,No,1202,
ProjMAN - International Conference on Project MANagement,ProjMAN,CORE2018,Unranked,Yes,1503,
Quantity Surveying International Convention,QSIC,ERA2010,C,No,1202,
Real Time Systems Symposium,RTSS,CORE2023,A*,Yes,4606,
"Reflection, AOP and Meta-Data for Software Evolution",RAM-SE,CORE2018,C,No,0803,
Relationships and Associations in Object-Oriented Languages,RAOOL,CORE2018,C,No,0803,
Research in Engineering Education Symposium,REES,ERA2010,A,No,09,
Richard Tapia Celebration of Diversity in Computing Conference,Tapia,CORE2023,National: USA,No,46,
RICS conference,COBRA,ERA2010,A,No,1202,
RINA International Conference on Military Support Ships,,ERA2010,C,No,0911,
Robot Soccer World Cup,RoboCup,CORE2023,C,Yes,4602,
Robotics: Science and Systems,RSS,CORE2023,TBR,No,CSE,
RuleML: International Web Rule Symposium (pre 2007 was 'International Conference on Rules and Rule Markup Languages for the Semantic Web'),RuleML,CORE2018,B,Yes,0806,
"SAE Powertrains, Fuels, and Lubricants Meeting",,ERA2010,B,No,0902,
SAE World Congress,,ERA2010,B,No,0902,
Scandinavian Conference on Artificial Intelligence,SCAI,ERA2010,B,Yes,0801,
Scandinavian Workshop on Algorithm Theory,SWAT,ERA2010,B,Yes,0802,
Scottish Functional Programming Workshop,SFP,ERA2010,C,Yes,0802,
SEA - Conference on Sustainable Building South-East Asia (CIB Co-Sponsored),SBSEA,ERA2010,C,No,1202,
"Search: Workshop on Search, Sorting and Coding",Search,CORE2018,C,No,0802,
SEFI - Annual Conference of European Society for Engineering Education,,ERA2010,B,No,09,
Selected Areas in Cryptography,SAC,CORE2023,B,Yes,4604,
Semantic Web Visualisation,VSW,CORE2018,C,No,0801,
Semantics - International Conference on Semantic Systems,Semantics,CORE2023,"Regional: Austria, Germany, Netherlands",Yes,4605,
Sensor Networks,Sensor Networks,CORE2018,C,No,1006,
Service Oriented Computing: Consequences for Engineering Requirements,SOCCER,CORE2018,C,No,0803,
SGAI International Conference on Artificial Intelligence,SGAI,CORE2023,National: UK,No,4602,
SIAM Conference on Discrete Mathematics,DM,CORE2023,C,No,4613,
SIAM Conference on Geometric Design,GeoD,CORE2018,C,No,0802,
SIAM Conference on Optimization,OP,CORE2023,C,No,4602,
SIAM International Conference on Data Mining,SDM,CORE2023,A,Yes,4605,
"SIAM Workshop on Algorithms for Listing, Counting, and Enumeration",ALICE,CORE2018,C,No,0802,
SIGGRAPH Asia,SiggraphA,CORE2023,journal published,Yes,4607,4608
SIGGRAPH/EUROGRAPHICS Conference On Graphics Hardware,HWWS,ERA2010,C,No,0905,
SIGIR workshop: Stylistic Analysis of Text For Information Access,Style,CORE2018,C,No,0806,
SIGOPT - International Conference on Optimization,ICO,CORE2018,C,No,0802,
Simulation and Synthesis in Medical Imaging,SASHIMI,CORE2023,C,Yes,4602,4603
Simulation Technology and Training Conference,SimTecT,CORE2023,Australasian C,No,4602,
Singapore International Conference on Intelligent Systems,SPICIS,CORE2018,B,No,0801,
Sixth International Conference on Hydroinformatics 2004,,ERA2010,A,No,0907,
SKLOIS Conference on Information Security and Cryptology,Inscrypt,CORE2023,National: China,No,4604,
Smart Card Research and Advanced Application Conference,CARDIS,CORE2023,C,Yes,4604,
"Society for Information Technology and Teacher Education Conference ",SITE,CORE2018,C,No,,
"Society of Architectural Historians, Australia and New Zealand (SAHANZ) Annual Conference",SAHANZ,ERA2010,A,No,1201,
"Soft Computing in Computer Graphics, Imaging, and Vision",SCCGIV,CORE2018,C,No,0801,
Software Education Conference,SRIG-ET,CORE2018,C,No,0899,
Software Performance Enhancement for Encryption and Decryption,SPEED,CORE2018,C,No,0804,
"Software Process Improvement and Capability Determination ",SPICE,CORE2023,C,Yes,4612,
Software Product Lines Conference,SPLC,CORE2023,B,Yes,4612,4602
Software Quality Conference,SQC,CORE2018,C,No,0803,
"Software Quality, Reliability, and Security (was International Conference on Quality Software, QSIC, that merged with SERE 2015)",QRS,CORE2023,C,Yes,4612,
Software Technology and Engineering Practice Conference,STEP,CORE2018,B,No,0803,
South African Construction Health and Safety conference,SABERC,ERA2010,C,No,1202,
South African International Graph Theory Conference,SAIGTC,CORE2018,C,No,0802,
"Southeastern International Conference on Combinatorics, Graph Theory, and Computing",,CORE2018,C,No,0802,
Southern Conference on Computing,SCC,ERA2010,C,Yes,0802,
